profile,mem_init,mem_max,cpu
privacybadger,215.0,,33.5
privacybadger,215.0,,31.1
privacybadger,215.0,,10.6
privacybadger,215.0,,15.2
privacybadger,215.0,,48.2
privacybadger,215.0,,12.5
privacybadger,215.0,,17.8
privacybadger,215.0,,17.7
privacybadger,215.0,,26.8
privacybadger,215.0,,20.8
privacybadger,215.0,,41.2
privacybadger,215.0,,11.9
privacybadger,215.0,,48.3
privacybadger,215.0,,41.9
privacybadger,215.0,,10.7
privacybadger,215.0,,13.4
privacybadger,215.0,,23.9
privacybadger,215.0,,50.7
privacybadger,215.0,,42.9
privacybadger,215.0,,15.8
privacybadger,215.0,,17.3
privacybadger,215.0,,41.4
privacybadger,215.0,,22.7
privacybadger,215.0,,28.8
privacybadger,215.0,,34.2
privacybadger,215.0,,25.9
privacybadger,215.0,,30.1
privacybadger,215.0,,44.9
privacybadger,215.0,,19.4
privacybadger,215.0,,14.5
privacybadger,215.0,,18.6
privacybadger,215.0,,14.9
privacybadger,215.0,,18.5
privacybadger,215.0,,34.8
privacybadger,215.0,,12.2
privacybadger,215.0,,23.2
privacybadger,215.0,,21.2
privacybadger,215.0,,23.2
privacybadger,215.0,,11.4
privacybadger,215.0,,27.3
privacybadger,215.0,,27.8
privacybadger,215.0,,42.6
privacybadger,215.0,,45.1
privacybadger,215.0,,24.2
privacybadger,215.0,,18.4
privacybadger,215.0,,18.6
privacybadger,215.0,,9.6
privacybadger,215.0,,15.0
privacybadger,215.0,,20.0
privacybadger,215.0,,17.6
privacybadger,215.0,,36.8
privacybadger,215.0,,29.8
privacybadger,215.0,,44.1
privacybadger,215.0,,30.7
privacybadger,215.0,,11.9
privacybadger,215.0,,20.1
privacybadger,215.0,,26.4
privacybadger,215.0,,18.3
privacybadger,215.0,,60.2
privacybadger,215.0,,22.7
privacybadger,215.0,,27.4
privacybadger,215.0,,21.8
privacybadger,215.0,,23.1
privacybadger,215.0,,22.1
privacybadger,215.0,,17.7
privacybadger,215.0,,13.3
privacybadger,215.0,,10.6
privacybadger,215.0,,16.5
privacybadger,215.0,,16.7
privacybadger,215.0,,37.8
privacybadger,215.0,,59.3
privacybadger,215.0,,20.6
privacybadger,215.0,,15.6
privacybadger,215.0,,28.8
privacybadger,215.0,,34.2
privacybadger,215.0,,13.8
privacybadger,215.0,,16.3
privacybadger,215.0,,23.7
privacybadger,215.0,,17.1
privacybadger,215.0,,21.4
privacybadger,215.0,,16.1
privacybadger,215.0,,9.7
privacybadger,215.0,,34.5
privacybadger,215.0,,18.9
privacybadger,215.0,,38.2
privacybadger,215.0,,14.1
privacybadger,215.0,,17.1
privacybadger,215.0,,32.5
privacybadger,215.0,,21.7
privacybadger,215.0,,13.7
privacybadger,215.0,,23.2
privacybadger,215.0,,18.2
privacybadger,215.0,,24.6
privacybadger,215.0,,8.4
privacybadger,215.0,,17.1
privacybadger,215.0,,19.0
privacybadger,215.0,,15.8
privacybadger,215.0,,11.9
privacybadger,215.0,,36.1
privacybadger,215.0,,38.0
privacybadger,215.0,,26.5
privacybadger,215.0,,19.9
privacybadger,215.0,,18.0
privacybadger,215.0,,28.9
privacybadger,215.0,,15.9
privacybadger,215.0,,54.6
privacybadger,215.0,,20.4
privacybadger,215.0,,40.0
privacybadger,215.0,,25.9
privacybadger,215.0,,12.5
privacybadger,215.0,,27.6
privacybadger,215.0,,25.3
privacybadger,215.0,,12.6
privacybadger,215.0,,12.8
privacybadger,215.0,,40.7
privacybadger,215.0,,30.1
privacybadger,215.0,,45.0
privacybadger,215.0,,26.3
privacybadger,215.0,,24.5
privacybadger,215.0,,10.3
privacybadger,215.0,,12.1
privacybadger,215.0,,41.0
privacybadger,215.0,,20.1
privacybadger,215.0,,23.3
privacybadger,215.0,,27.0
privacybadger,215.0,,11.8
privacybadger,215.0,,16.2
privacybadger,215.0,,35.8
privacybadger,215.0,,22.2
privacybadger,215.0,,31.7
privacybadger,215.0,,23.3
privacybadger,215.0,,25.5
privacybadger,215.0,,18.5
privacybadger,215.0,,16.7
privacybadger,215.0,,16.7
privacybadger,215.0,,18.3
privacybadger,215.0,,21.7
privacybadger,215.0,,25.2
privacybadger,215.0,,20.3
privacybadger,215.0,,17.7
privacybadger,215.0,,32.6
privacybadger,215.0,,28.8
privacybadger,215.0,,29.1
privacybadger,215.0,,28.4
privacybadger,215.0,,21.4
privacybadger,215.0,,43.1
privacybadger,215.0,,20.6
privacybadger,215.0,,9.9
privacybadger,215.0,,23.6
privacybadger,215.0,,50.5
privacybadger,215.0,,12.7
privacybadger,215.0,,17.4
privacybadger,215.0,,30.7
privacybadger,215.0,,12.6
privacybadger,215.0,,15.1
privacybadger,215.0,,14.7
privacybadger,215.0,,15.2
privacybadger,215.0,,21.7
privacybadger,215.0,,34.6
privacybadger,215.0,,38.8
privacybadger,215.0,,32.3
privacybadger,215.0,,17.4
privacybadger,215.0,,12.4
privacybadger,215.0,,15.9
privacybadger,215.0,,15.2
privacybadger,215.0,,36.2
privacybadger,215.0,,20.2
privacybadger,215.0,,40.2
privacybadger,215.0,,12.6
privacybadger,215.0,,26.3
privacybadger,215.0,,23.9
privacybadger,215.0,,25.8
privacybadger,215.0,,12.6
privacybadger,215.0,,12.2
privacybadger,215.0,,19.5
privacybadger,215.0,,22.8
privacybadger,215.0,,14.9
privacybadger,215.0,,25.9
privacybadger,215.0,,5.9
privacybadger,215.0,,24.2
privacybadger,215.0,,18.4
privacybadger,215.0,,18.2
privacybadger,215.0,,26.1
privacybadger,215.0,,19.5
privacybadger,215.0,,12.2
privacybadger,215.0,,25.3
privacybadger,215.0,,20.2
privacybadger,215.0,,12.4
privacybadger,215.0,,14.0
privacybadger,215.0,,13.5
privacybadger,215.0,,20.5
privacybadger,215.0,,17.6
privacybadger,215.0,,12.1
privacybadger,215.0,,14.3
privacybadger,215.0,,16.2
privacybadger,215.0,,17.1
privacybadger,215.0,,9.8
privacybadger,215.0,,21.8
privacybadger,215.0,,27.0
privacybadger,215.0,,22.4
privacybadger,215.0,,18.3
privacybadger,215.0,,36.9
privacybadger,215.0,,37.4
privacybadger,215.0,,15.3
privacybadger,215.0,,15.7
privacybadger,215.0,,15.7
privacybadger,215.0,,30.1
privacybadger,215.0,,17.8
privacybadger,215.0,,27.2
privacybadger,215.0,,31.4
privacybadger,215.0,,18.4
privacybadger,215.0,,21.0
privacybadger,215.0,,15.6
privacybadger,215.0,,66.2
privacybadger,215.0,,16.5
privacybadger,215.0,,7.2
privacybadger,215.0,,14.9
privacybadger,215.0,,63.3
privacybadger,215.0,,19.2
privacybadger,215.0,,45.7
privacybadger,215.0,,15.1
privacybadger,215.0,,16.5
privacybadger,215.0,,23.6
privacybadger,215.0,,19.0
privacybadger,215.0,,28.7
privacybadger,215.0,,48.0
privacybadger,215.0,,24.4
privacybadger,215.0,,13.8
privacybadger,215.0,,15.9
privacybadger,215.0,,19.1
privacybadger,215.0,,16.7
privacybadger,215.0,,10.5
privacybadger,215.0,,27.3
privacybadger,215.0,,18.6
privacybadger,215.0,,31.7
privacybadger,215.0,,23.0
privacybadger,215.0,,14.2
privacybadger,215.0,,12.4
privacybadger,215.0,,14.9
privacybadger,215.0,,22.0
privacybadger,215.0,,13.2
privacybadger,215.0,,12.6
privacybadger,215.0,,25.4
privacybadger,215.0,,12.6
privacybadger,215.0,,24.6
privacybadger,215.0,,19.7
privacybadger,215.0,,17.9
privacybadger,215.0,,16.2
privacybadger,215.0,,22.3
privacybadger,215.0,,16.0
privacybadger,215.0,,30.7
privacybadger,215.0,,18.1
privacybadger,215.0,,14.0
privacybadger,215.0,,38.3
privacybadger,215.0,,35.7
privacybadger,215.0,,19.5
privacybadger,215.0,,40.0
privacybadger,215.0,,25.9
privacybadger,215.0,,15.2
privacybadger,215.0,,15.1
privacybadger,215.0,,14.1
privacybadger,215.0,,21.2
privacybadger,215.0,,24.4
privacybadger,215.0,,12.9
privacybadger,215.0,,34.8
privacybadger,215.0,,11.7
privacybadger,215.0,,20.9
privacybadger,215.0,,16.7
privacybadger,215.0,,27.9
privacybadger,215.0,,17.6
privacybadger,215.0,,17.2
privacybadger,215.0,,20.4
privacybadger,215.0,,28.3
privacybadger,215.0,,29.9
privacybadger,215.0,,20.9
privacybadger,215.0,,23.4
privacybadger,215.0,,39.6
privacybadger,215.0,,14.5
privacybadger,215.0,,17.1
privacybadger,215.0,,25.6
privacybadger,215.0,,19.8
privacybadger,215.0,,18.2
privacybadger,215.0,,16.8
privacybadger,215.0,,14.0
privacybadger,215.0,,24.9
privacybadger,215.0,,9.1
privacybadger,215.0,,31.8
privacybadger,215.0,,26.2
privacybadger,215.0,,49.1
privacybadger,215.0,,14.4
privacybadger,215.0,,35.6
privacybadger,215.0,,20.9
privacybadger,215.0,,13.9
privacybadger,215.0,,51.0
privacybadger,215.0,,29.3
privacybadger,215.0,,13.4
privacybadger,215.0,,34.5
privacybadger,215.0,,35.5
privacybadger,215.0,,21.7
privacybadger,215.0,,23.7
privacybadger,215.0,,18.8
privacybadger,215.0,,8.8
privacybadger,215.0,,40.3
privacybadger,215.0,,32.5
privacybadger,215.0,,16.5
privacybadger,215.0,,14.3
privacybadger,215.0,,39.2
privacybadger,215.0,,66.9
privacybadger,215.0,,29.0
privacybadger,215.0,,23.7
privacybadger,215.0,,50.4
privacybadger,215.0,,14.5
privacybadger,215.0,,43.7
privacybadger,215.0,,29.5
privacybadger,215.0,,11.9
privacybadger,215.0,,21.4
privacybadger,215.0,,49.0
privacybadger,215.0,,16.1
privacybadger,215.0,,11.5
privacybadger,215.0,,12.0
privacybadger,215.0,,8.9
privacybadger,215.0,,30.9
privacybadger,215.0,,7.1
privacybadger,215.0,,33.8
privacybadger,215.0,,19.7
privacybadger,215.0,,12.4
privacybadger,215.0,,15.0
privacybadger,215.0,,42.7
privacybadger,215.0,,23.5
privacybadger,215.0,,26.3
privacybadger,215.0,,35.5
privacybadger,215.0,,39.5
privacybadger,215.0,,19.3
privacybadger,215.0,,25.4
privacybadger,215.0,,33.3
privacybadger,215.0,,39.1
privacybadger,215.0,,14.9
privacybadger,215.0,,29.8
privacybadger,215.0,,25.5
privacybadger,215.0,,13.8
privacybadger,215.0,,33.3
privacybadger,215.0,,20.3
privacybadger,215.0,,34.3
privacybadger,215.0,,38.1
privacybadger,215.0,,15.3
privacybadger,215.0,,72.3
privacybadger,215.0,,14.6
privacybadger,215.0,,38.3
privacybadger,215.0,,40.3
privacybadger,215.0,,13.3
privacybadger,215.0,,24.5
privacybadger,215.0,,20.6
privacybadger,215.0,,13.5
privacybadger,215.0,,19.8
privacybadger,215.0,,16.0
privacybadger,215.0,,25.7
privacybadger,215.0,,27.5
privacybadger,215.0,,11.2
privacybadger,215.0,,34.1
privacybadger,215.0,,24.6
privacybadger,215.0,,18.1
privacybadger,215.0,,7.0
privacybadger,215.0,,13.2
privacybadger,215.0,,12.4
privacybadger,215.0,,31.5
privacybadger,215.0,,15.0
privacybadger,215.0,,13.6
privacybadger,215.0,,19.5
privacybadger,215.0,,17.7
privacybadger,215.0,,13.7
privacybadger,215.0,,52.8
privacybadger,215.0,,28.1
privacybadger,215.0,,19.7
privacybadger,215.0,,18.2
privacybadger,215.0,,18.1
privacybadger,215.0,,29.6
privacybadger,215.0,,25.3
privacybadger,215.0,,33.7
privacybadger,215.0,,19.6
privacybadger,215.0,,28.4
privacybadger,215.0,,32.3
privacybadger,215.0,,11.5
privacybadger,215.0,,5.6
privacybadger,215.0,,20.5
privacybadger,215.0,,23.6
privacybadger,215.0,,28.4
privacybadger,215.0,,27.1
privacybadger,215.0,,26.5
privacybadger,215.0,,13.6
privacybadger,215.0,,21.8
privacybadger,215.0,,31.4
privacybadger,215.0,,6.6
privacybadger,215.0,,18.6
privacybadger,215.0,,10.8
privacybadger,215.0,,16.9
privacybadger,215.0,,33.4
privacybadger,215.0,,18.8
privacybadger,215.0,,16.7
privacybadger,215.0,,20.6
privacybadger,215.0,,34.5
privacybadger,215.0,,18.0
privacybadger,215.0,,39.2
privacybadger,215.0,,27.6
privacybadger,215.0,,25.9
privacybadger,215.0,,10.2
privacybadger,215.0,,19.5
privacybadger,215.0,,16.9
privacybadger,215.0,,18.2
privacybadger,215.0,,29.1
privacybadger,215.0,,12.8
privacybadger,215.0,,39.8
privacybadger,215.0,,17.4
privacybadger,215.0,,19.9
privacybadger,215.0,,12.9
privacybadger,215.0,,11.3
privacybadger,215.0,,21.4
privacybadger,215.0,,20.4
privacybadger,215.0,,70.9
privacybadger,215.0,,57.7
privacybadger,215.0,,14.7
privacybadger,215.0,,7.3
privacybadger,215.0,,23.5
privacybadger,215.0,,46.7
privacybadger,215.0,,18.1
privacybadger,215.0,,54.2
privacybadger,215.0,,31.3
privacybadger,215.0,,27.0
privacybadger,215.0,,49.2
privacybadger,215.0,,20.6
privacybadger,215.0,,19.8
privacybadger,215.0,,34.1
privacybadger,215.0,,22.7
privacybadger,215.0,,11.5
privacybadger,215.0,,43.8
privacybadger,215.0,,52.7
privacybadger,215.0,,21.4
privacybadger,215.0,,19.2
privacybadger,215.0,,18.0
privacybadger,215.0,,20.1
privacybadger,215.0,,7.8
privacybadger,215.0,,21.5
privacybadger,215.0,,30.0
privacybadger,215.0,,11.3
privacybadger,215.0,,39.7
privacybadger,215.0,,13.6
privacybadger,215.0,,9.1
privacybadger,215.0,,18.8
privacybadger,215.0,,41.2
privacybadger,215.0,,37.8
privacybadger,215.0,,18.5
privacybadger,215.0,,30.0
privacybadger,215.0,,40.8
privacybadger,215.0,,21.4
privacybadger,215.0,,16.0
privacybadger,215.0,,57.3
privacybadger,215.0,,14.6
privacybadger,215.0,,21.5
privacybadger,215.0,,55.1
privacybadger,215.0,,20.7
privacybadger,215.0,,17.6
privacybadger,215.0,,43.7
privacybadger,215.0,,20.3
privacybadger,215.0,,29.5
privacybadger,215.0,,21.1
privacybadger,215.0,,7.6
privacybadger,215.0,,21.3
privacybadger,215.0,,33.9
privacybadger,215.0,,17.2
privacybadger,215.0,,16.9
privacybadger,215.0,,15.1
privacybadger,215.0,,17.7
privacybadger,215.0,,23.9
privacybadger,215.0,,12.0
privacybadger,215.0,,21.8
privacybadger,215.0,,26.7
privacybadger,215.0,,56.5
privacybadger,215.0,,17.6
privacybadger,215.0,,23.7
privacybadger,215.0,,32.8
privacybadger,215.0,,26.6
privacybadger,215.0,,40.9
privacybadger,215.0,,49.0
privacybadger,215.0,,18.4
privacybadger,215.0,,29.0
privacybadger,215.0,,19.5
privacybadger,215.0,,31.9
privacybadger,215.0,,19.8
privacybadger,215.0,,33.6
privacybadger,215.0,,11.1
privacybadger,215.0,,16.7
privacybadger,215.0,,42.4
privacybadger,215.0,,30.4
privacybadger,215.0,,27.8
privacybadger,215.0,,27.8
privacybadger,215.0,,11.8
privacybadger,215.0,,25.2
privacybadger,215.0,,29.7
privacybadger,215.0,,22.2
privacybadger,215.0,,10.1
privacybadger,215.0,,28.6
privacybadger,215.0,,13.8
privacybadger,215.0,,16.5
privacybadger,215.0,,7.9
privacybadger,215.0,,22.3
privacybadger,215.0,,17.7
privacybadger,215.0,,40.5
privacybadger,215.0,,10.9
privacybadger,215.0,,43.6
privacybadger,215.0,,16.6
privacybadger,215.0,,12.2
privacybadger,215.0,,16.6
privacybadger,215.0,,23.1
privacybadger,215.0,,24.1
privacybadger,215.0,,32.1
privacybadger,215.0,,13.2
privacybadger,215.0,,17.8
privacybadger,215.0,,13.0
privacybadger,215.0,,20.7
privacybadger,215.0,,12.6
privacybadger,215.0,,31.8
privacybadger,215.0,,13.8
privacybadger,215.0,,18.7
privacybadger,215.0,,18.0
privacybadger,215.0,,16.2
privacybadger,215.0,,12.0
privacybadger,215.0,,60.6
privacybadger,215.0,,24.9
privacybadger,215.0,,20.1
privacybadger,215.0,,17.6
privacybadger,215.0,,21.9
privacybadger,215.0,,23.7
privacybadger,215.0,,44.6
privacybadger,215.0,,7.7
privacybadger,215.0,,32.7
privacybadger,215.0,,37.4
privacybadger,215.0,,33.5
privacybadger,215.0,,43.3
privacybadger,215.0,,15.1
privacybadger,215.0,,24.4
privacybadger,215.0,,28.6
privacybadger,215.0,,14.0
privacybadger,215.0,,15.9
privacybadger,215.0,,22.0
privacybadger,215.0,,13.2
privacybadger,215.0,,24.5
privacybadger,215.0,,19.9
privacybadger,215.0,,29.1
privacybadger,215.0,,56.0
privacybadger,215.0,,24.7
privacybadger,215.0,,16.5
privacybadger,215.0,,22.9
privacybadger,215.0,,27.2
privacybadger,215.0,,21.7
privacybadger,215.0,,15.4
privacybadger,215.0,,34.9
privacybadger,215.0,,9.5
privacybadger,215.0,,35.2
privacybadger,215.0,,21.4
privacybadger,215.0,,12.9
privacybadger,215.0,,10.6
privacybadger,215.0,,58.1
privacybadger,215.0,,30.1
privacybadger,215.0,,27.4
privacybadger,215.0,,25.2
privacybadger,215.0,,13.1
privacybadger,215.0,,16.3
privacybadger,215.0,,53.0
privacybadger,215.0,,40.4
privacybadger,215.0,,29.4
privacybadger,215.0,,34.2
privacybadger,215.0,,26.2
privacybadger,215.0,,31.5
privacybadger,215.0,,16.2
privacybadger,215.0,,28.6
privacybadger,215.0,,25.2
privacybadger,215.0,,51.1
privacybadger,215.0,,23.8
privacybadger,215.0,,38.2
privacybadger,215.0,,13.6
privacybadger,215.0,,15.8
privacybadger,215.0,,32.3
privacybadger,215.0,,17.0
privacybadger,215.0,,13.2
privacybadger,215.0,,15.1
privacybadger,215.0,,40.0
privacybadger,215.0,,18.4
privacybadger,215.0,,60.1
privacybadger,215.0,,21.0
privacybadger,215.0,,17.1
privacybadger,215.0,,5.9
privacybadger,215.0,,33.4
privacybadger,215.0,,12.9
privacybadger,215.0,,24.8
privacybadger,215.0,,25.3
privacybadger,215.0,,20.6
privacybadger,215.0,,21.3
privacybadger,215.0,,25.7
privacybadger,215.0,,12.9
privacybadger,215.0,,24.6
privacybadger,215.0,,31.7
privacybadger,215.0,,11.8
privacybadger,215.0,,16.7
privacybadger,215.0,,19.4
privacybadger,215.0,,3.3
privacybadger,215.0,,20.1
privacybadger,215.0,,33.0
privacybadger,215.0,,59.9
privacybadger,215.0,,13.7
privacybadger,215.0,,12.2
privacybadger,215.0,,38.0
privacybadger,215.0,,44.2
privacybadger,215.0,,25.9
privacybadger,215.0,,31.4
privacybadger,215.0,,19.3
privacybadger,215.0,,21.4
privacybadger,215.0,,14.5
privacybadger,215.0,,43.8
privacybadger,215.0,,19.8
privacybadger,215.0,,20.9
privacybadger,215.0,,13.2
privacybadger,215.0,,26.1
privacybadger,215.0,,47.7
privacybadger,215.0,,20.6
privacybadger,215.0,,27.8
privacybadger,215.0,,35.0
privacybadger,215.0,,34.2
privacybadger,215.0,,16.7
privacybadger,215.0,,20.7
privacybadger,215.0,,32.2
privacybadger,215.0,,20.6
privacybadger,215.0,,43.8
privacybadger,215.0,,24.3
privacybadger,215.0,,25.7
privacybadger,215.0,,18.2
privacybadger,215.0,,7.1
privacybadger,215.0,,8.4
privacybadger,215.0,,19.7
privacybadger,215.0,,19.4
privacybadger,215.0,,17.7
privacybadger,215.0,,23.4
privacybadger,215.0,,22.5
privacybadger,215.0,,22.3
privacybadger,215.0,,12.8
privacybadger,215.0,,40.2
privacybadger,215.0,,58.6
privacybadger,215.0,,19.4
privacybadger,215.0,,34.0
privacybadger,215.0,,11.3
privacybadger,215.0,,40.5
privacybadger,215.0,,20.9
privacybadger,215.0,,15.4
privacybadger,215.0,,14.5
privacybadger,215.0,,11.7
privacybadger,215.0,,31.6
privacybadger,215.0,,32.1
privacybadger,215.0,,5.1
privacybadger,215.0,,10.9
privacybadger,215.0,,18.5
privacybadger,215.0,,27.2
privacybadger,215.0,,18.2
privacybadger,215.0,,22.8
privacybadger,215.0,,12.6
privacybadger,215.0,,11.1
privacybadger,215.0,,32.1
privacybadger,215.0,,21.3
privacybadger,215.0,,27.6
privacybadger,215.0,,29.9
privacybadger,215.0,,16.6
privacybadger,215.0,,12.8
privacybadger,215.0,,73.0
privacybadger,215.0,,26.6
privacybadger,215.0,,41.7
privacybadger,215.0,,83.9
privacybadger,215.0,,19.4
privacybadger,215.0,,27.8
privacybadger,215.0,,23.6
privacybadger,215.0,,25.6
privacybadger,215.0,,30.9
privacybadger,215.0,,34.2
privacybadger,215.0,,29.3
privacybadger,215.0,,16.4
privacybadger,215.0,,5.4
privacybadger,215.0,,24.8
privacybadger,215.0,,18.4
privacybadger,215.0,,51.2
privacybadger,215.0,,26.0
privacybadger,215.0,,37.0
privacybadger,215.0,,21.7
privacybadger,215.0,,30.8
privacybadger,215.0,,20.5
privacybadger,215.0,,15.9
privacybadger,215.0,,15.5
privacybadger,215.0,,35.6
privacybadger,215.0,,27.2
privacybadger,215.0,,7.0
privacybadger,215.0,,38.1
privacybadger,215.0,,26.1
privacybadger,215.0,,48.5
privacybadger,215.0,,18.7
privacybadger,215.0,,56.8
privacybadger,215.0,,33.0
privacybadger,215.0,,29.0
privacybadger,215.0,,14.2
privacybadger,215.0,,25.8
privacybadger,215.0,,25.8
privacybadger,215.0,,23.1
privacybadger,215.0,,20.1
privacybadger,215.0,,16.1
privacybadger,215.0,,28.8
privacybadger,215.0,,16.3
privacybadger,215.0,,17.6
privacybadger,215.0,,19.4
privacybadger,215.0,,33.7
privacybadger,215.0,,18.1
privacybadger,215.0,,39.4
privacybadger,215.0,,17.5
privacybadger,215.0,,24.4
privacybadger,215.0,,24.3
privacybadger,215.0,,30.6
privacybadger,215.0,,28.5
privacybadger,215.0,,26.8
privacybadger,215.0,,41.2
privacybadger,215.0,,18.7
privacybadger,215.0,,7.0
privacybadger,215.0,,26.7
privacybadger,215.0,,31.4
privacybadger,215.0,,28.3
privacybadger,215.0,,32.4
privacybadger,215.0,,15.0
privacybadger,215.0,,9.8
privacybadger,215.0,,21.2
privacybadger,215.0,,11.6
privacybadger,215.0,,10.0
privacybadger,215.0,,24.4
privacybadger,215.0,,8.8
privacybadger,215.0,,25.2
privacybadger,215.0,,20.0
privacybadger,215.0,,18.5
privacybadger,215.0,,15.3
privacybadger,215.0,,15.4
privacybadger,215.0,,24.4
privacybadger,215.0,,57.0
privacybadger,215.0,,19.2
privacybadger,215.0,,18.3
privacybadger,215.0,,26.8
privacybadger,215.0,,23.7
privacybadger,215.0,,13.1
privacybadger,215.0,,20.1
privacybadger,215.0,,27.8
privacybadger,215.0,,20.7
privacybadger,215.0,,55.9
privacybadger,215.0,,21.2
privacybadger,215.0,,13.8
privacybadger,215.0,,31.9
privacybadger,215.0,,21.1
privacybadger,215.0,,13.7
privacybadger,215.0,,33.4
privacybadger,215.0,,12.4
privacybadger,215.0,,58.1
privacybadger,215.0,,14.5
privacybadger,215.0,,16.6
privacybadger,215.0,,29.8
privacybadger,215.0,,70.9
privacybadger,215.0,,18.1
privacybadger,215.0,,13.1
privacybadger,215.0,,21.0
privacybadger,215.0,,36.4
privacybadger,215.0,,15.3
privacybadger,215.0,,21.7
privacybadger,215.0,,25.9
privacybadger,215.0,,20.7
privacybadger,215.0,,20.8
privacybadger,215.0,,21.5
privacybadger,215.0,,13.0
privacybadger,215.0,,34.9
privacybadger,215.0,,23.0
privacybadger,215.0,,17.7
privacybadger,215.0,,12.6
privacybadger,215.0,,43.8
privacybadger,215.0,,16.9
privacybadger,215.0,,15.3
privacybadger,215.0,,34.9
privacybadger,215.0,,23.9
privacybadger,215.0,,23.3
privacybadger,215.0,,57.9
privacybadger,215.0,,14.9
privacybadger,215.0,,21.8
privacybadger,215.0,,24.2
privacybadger,215.0,,26.6
privacybadger,215.0,,12.9
privacybadger,215.0,,12.3
privacybadger,215.0,,16.8
privacybadger,215.0,,14.9
privacybadger,215.0,,19.1
privacybadger,215.0,,10.9
privacybadger,215.0,,51.1
privacybadger,215.0,,20.1
privacybadger,215.0,,14.5
privacybadger,215.0,,31.8
privacybadger,215.0,,35.0
privacybadger,215.0,,14.8
privacybadger,215.0,,24.7
privacybadger,215.0,,30.7
privacybadger,215.0,,21.4
privacybadger,215.0,,16.5
privacybadger,215.0,,28.8
privacybadger,215.0,,22.4
privacybadger,215.0,,23.9
privacybadger,215.0,,39.5
privacybadger,215.0,,14.0
privacybadger,215.0,,20.3
privacybadger,215.0,,43.3
privacybadger,215.0,,20.1
privacybadger,215.0,,31.2
privacybadger,215.0,,13.1
privacybadger,215.0,,13.3
privacybadger,215.0,,13.5
privacybadger,215.0,,22.4
privacybadger,215.0,,15.5
privacybadger,215.0,,19.9
privacybadger,215.0,,8.1
privacybadger,215.0,,26.7
privacybadger,215.0,,18.0
privacybadger,215.0,,17.3
privacybadger,215.0,,19.4
privacybadger,215.0,,21.7
privacybadger,215.0,,24.1
privacybadger,215.0,,12.0
privacybadger,215.0,,22.5
privacybadger,215.0,,23.3
privacybadger,215.0,,17.9
privacybadger,215.0,,16.7
privacybadger,215.0,,25.6
privacybadger,215.0,,19.8
privacybadger,215.0,,10.6
privacybadger,215.0,,16.9
privacybadger,215.0,,15.8
privacybadger,215.0,,18.5
privacybadger,215.0,,24.5
privacybadger,215.0,,10.8
privacybadger,215.0,,26.4
privacybadger,215.0,,5.1
privacybadger,215.0,,54.8
privacybadger,215.0,,63.3
privacybadger,215.0,,13.9
privacybadger,215.0,,23.9
privacybadger,215.0,,23.4
privacybadger,215.0,,28.6
privacybadger,215.0,,11.8
privacybadger,215.0,,27.7
privacybadger,215.0,,14.3
privacybadger,215.0,,18.4
privacybadger,215.0,,14.1
privacybadger,215.0,,21.0
privacybadger,215.0,,20.6
privacybadger,215.0,,25.1
privacybadger,215.0,,33.9
privacybadger,215.0,,24.8
privacybadger,215.0,,58.3
privacybadger,215.0,,36.1
privacybadger,215.0,,9.6
privacybadger,215.0,,10.1
privacybadger,215.0,,14.0
privacybadger,215.0,,19.4
privacybadger,215.0,,8.6
privacybadger,215.0,,16.3
privacybadger,215.0,,15.2
privacybadger,215.0,,13.9
privacybadger,215.0,,14.6
privacybadger,215.0,,36.0
privacybadger,215.0,,13.4
privacybadger,215.0,,29.3
privacybadger,215.0,,33.8
privacybadger,215.0,,19.5
privacybadger,215.0,,35.9
privacybadger,215.0,,10.3
privacybadger,215.0,,24.2
privacybadger,215.0,,16.5
privacybadger,215.0,,21.8
privacybadger,215.0,,20.4
privacybadger,215.0,,18.6
privacybadger,215.0,,15.1
privacybadger,215.0,,27.3
privacybadger,215.0,,13.5
privacybadger,215.0,,18.2
privacybadger,215.0,,5.8
privacybadger,215.0,,34.9
privacybadger,215.0,,21.0
privacybadger,215.0,,18.0
privacybadger,215.0,,19.0
privacybadger,215.0,,26.9
privacybadger,215.0,,57.3
privacybadger,215.0,,14.9
privacybadger,215.0,,15.1
privacybadger,215.0,,10.0
privacybadger,215.0,,14.2
privacybadger,215.0,,25.1
privacybadger,215.0,,24.6
privacybadger,215.0,,40.7
privacybadger,215.0,,10.8
privacybadger,215.0,,14.5
privacybadger,215.0,,22.6
privacybadger,215.0,,29.1
privacybadger,215.0,,8.7
privacybadger,215.0,,18.1
privacybadger,215.0,,36.1
privacybadger,215.0,,12.7
privacybadger,215.0,,21.7
privacybadger,215.0,,38.1
privacybadger,215.0,,40.3
privacybadger,215.0,,14.8
privacybadger,215.0,,22.6
privacybadger,215.0,,17.3
privacybadger,215.0,,49.7
privacybadger,215.0,,13.8
privacybadger,215.0,,20.0
privacybadger,215.0,,21.9
privacybadger,215.0,,28.2
privacybadger,215.0,,11.7
privacybadger,215.0,,13.0
privacybadger,215.0,,20.2
privacybadger,215.0,,20.7
privacybadger,215.0,,47.9
privacybadger,215.0,,12.1
privacybadger,215.0,,30.0
privacybadger,215.0,,23.4
privacybadger,215.0,,12.3
privacybadger,215.0,,18.7
privacybadger,215.0,,28.2
privacybadger,215.0,,12.3
privacybadger,215.0,,14.1
privacybadger,215.0,,18.8
